KNYC|1443675060000|59
KNYC|1443678660000|57.9
KNYC|1443682260000|57
KNYC|1443685860000|55.9
KNYC|1443687060000|57
KNYC|1443689460000|55.9
KNYC|1443693060000|55.9
KNYC|1443696660000|55.9
KNYC|1443700260000|57
KNYC|1443703860000|57.9
KNYC|1443707460000|57.9
KNYC|1443711060000|60.1
KNYC|1443714660000|60.1
KNYC|1443718260000|61
KNYC|1443721860000|63
KNYC|1443725460000|63
KNYC|1443729060000|64
KNYC|1443732660000|63
KNYC|1443736260000|60.1
KNYC|1443739860000|57.9
KNYC|1443743460000|57
KNYC|1443747060000|57
KNYC|1443750660000|57
KNYC|1443754260000|57
KNYC|1443756120000|57
KNYC|1443756900000|57
KNYC|1443757860000|57
KNYC|1443759000000|57
KNYC|1443761460000|57
KNYC|1443762720000|57
KNYC|1443763560000|57
KNYC|1443765060000|57
KNYC|1443768660000|55
KNYC|1443772260000|53.1
KNYC|1443775860000|53.1
KNYC|1443779460000|52
KNYC|1443781500000|53.1
KNYC|1443783060000|53.1
KNYC|1443786660000|52
KNYC|1443790260000|52
KNYC|1443793860000|51.1
KNYC|1443797460000|51.1
KNYC|1443801060000|51.1
KNYC|1443804660000|52
KNYC|1443808260000|51.1
KNYC|1443811860000|51.1
KNYC|1443815460000|50
KNYC|1443817320000|50
KNYC|1443818460000|50
KNYC|1443819060000|50
KNYC|1443820020000|50
KNYC|1443820500000|48.9
KNYC|1443822360000|48.2
KNYC|1443822660000|48.9
KNYC|1443824160000|48.9
KNYC|1443825060000|48.9
KNYC|1443826260000|48.9
KNYC|1443826860000|48.9
KNYC|1443827280000|48.9
KNYC|1443828540000|48.9
KNYC|1443829860000|48.9
KNYC|1443830340000|48.9
KNYC|1443832740000|48.9
KNYC|1443833460000|48
KNYC|1443835380000|48
KNYC|1443837060000|48
KNYC|1443840660000|48
KNYC|1443844260000|48.9
KNYC|1443847860000|48.9
KNYC|1443848580000|48.9
KNYC|1443850920000|48.9
KNYC|1443851460000|48.9
KNYC|1443852600000|48.9
KNYC|1443855060000|48.9
KNYC|1443856920000|48.9
KNYC|1443857580000|48.9
KNYC|1443858660000|48.9
KNYC|1443862260000|48.9
KNYC|1443865860000|48.9
KNYC|1443869460000|48.9
KNYC|1443872100000|48.9
KNYC|1443872580000|48.9
KNYC|1443873060000|48.9
KNYC|1443876660000|48.9
KNYC|1443877320000|50
KNYC|1443878640000|50
KNYC|1443880260000|50
KNYC|1443883860000|50
KNYC|1443887460000|51.1
KNYC|1443891060000|52
KNYC|1443892620000|53.1
KNYC|1443894660000|53.1
KNYC|1443898260000|53.1
KNYC|1443901860000|52
KNYC|1443904440000|52
KNYC|1443905460000|52
KNYC|1443909060000|52
KNYC|1443912660000|53.1
KNYC|1443916260000|53.1
KNYC|1443919860000|54
KNYC|1443923460000|54
KNYC|1443927060000|55
KNYC|1443930660000|54
KNYC|1443934260000|54
KNYC|1443937860000|54
KNYC|1443941460000|54
KNYC|1443945060000|54
KNYC|1443948660000|54
KNYC|1443952260000|54
KNYC|1443955860000|54
KNYC|1443959460000|53.1
KNYC|1443963060000|53.1
KNYC|1443966660000|54
KNYC|1443970260000|55.9
KNYC|1443973860000|55.9
KNYC|1443975120000|57
KNYC|1443977460000|59
KNYC|1443981060000|62.1
KNYC|1443984660000|62.1
KNYC|1443988260000|62.1
KNYC|1443991860000|62.1
KNYC|1443995460000|61
KNYC|1443999060000|61
KNYC|1444002660000|60.1
KNYC|1444006260000|57.9
KNYC|1444009860000|57
KNYC|1444013460000|55
KNYC|1444017060000|54
KNYC|1444020660000|53.1
KNYC|1444024260000|53.1
KNYC|1444027860000|53.1
KNYC|1444031460000|52
KNYC|1444035060000|53.1
KNYC|1444038660000|53.1
KNYC|1444042260000|53.1
KNYC|1444045860000|53.1
KNYC|1444049460000|54
KNYC|1444053060000|55
KNYC|1444056660000|57
KNYC|1444058400000|59
KNYC|1444060260000|61
KNYC|1444063860000|62.1
KNYC|1444066080000|64
KNYC|1444067220000|66.2
KNYC|1444067460000|66
KNYC|1444071060000|64.9
KNYC|1444074660000|64
KNYC|1444078260000|64.9
KNYC|1444081860000|64
KNYC|1444085460000|62.1
KNYC|1444089060000|61
KNYC|1444092660000|60.1
KNYC|1444096260000|59
KNYC|1444099860000|57.9
KNYC|1444103460000|57
KNYC|1444107060000|55
KNYC|1444110660000|55
KNYC|1444114260000|54
KNYC|1444117860000|54
KNYC|1444121460000|53.1
KNYC|1444125060000|52
KNYC|1444128660000|52
KNYC|1444132260000|53.1
KNYC|1444135860000|55.9
KNYC|1444139460000|59
KNYC|1444143060000|63
KNYC|1444146660000|66
KNYC|1444150260000|69.1
KNYC|1444153860000|71.1
KNYC|1444157460000|72
KNYC|1444161060000|72
KNYC|1444164660000|72
KNYC|1444168260000|70
KNYC|1444171860000|69.1
KNYC|1444175460000|66.9
KNYC|1444179060000|68
KNYC|1444182660000|66
KNYC|1444186260000|64.9
KNYC|1444189860000|63
KNYC|1444193460000|62.1
KNYC|1444197060000|61
KNYC|1444200660000|60.1
KNYC|1444204260000|60.1
KNYC|1444207860000|59
